"filename", "language", "C#", "XML", "JSON", "Properties", "Python", "comment", "blank", "total"
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Debug\net6.0-windows\View\SettingsWindow.g.cs", "C#", 261, 0, 0, 0, 0, 15, 89, 365
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Debug\net6.0-windows\View\SettingsWindow.g.i.cs", "C#", 261, 0, 0, 0, 0, 15, 89, 365
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Debug\net6.0-windows\View\StartWindow.g.cs", "C#", 94, 0, 0, 0, 0, 15, 24, 133
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Debug\net6.0-windows\View\StartWindow.g.i.cs", "C#", 94, 0, 0, 0, 0, 15, 24, 133
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Debug\net6.0-windows\View\Tutorial.g.i.cs", "C#", 51, 0, 0, 0, 0, 15, 12, 78
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\.NETCoreApp,Version=v6.0.AssemblyAttributes.cs", "C#", 3, 0, 0, 0, 0, 1, 1, 5
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\App.g.cs", "C#", 56, 0, 0, 0, 0, 18, 12, 86
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\App.g.i.cs", "C#", 56, 0, 0, 0, 0, 18, 12, 86
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\C3PO.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 10, 5, 26
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\C3PO.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 17, 0, 0, 1, 18
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\C3PO_2gikga4u_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 10, 5, 26
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\C3PO_2gikga4u_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 17, 0, 0, 1, 18
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\C3PO_jnfolpbm_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 10, 5, 26
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\C3PO_jnfolpbm_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 17, 0, 0, 1, 18
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\GeneratedInternalTypeHelper.g.cs", "C#", 26, 0, 0, 0, 0, 27, 10, 63
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\GeneratedInternalTypeHelper.g.i.cs", "C#", 26, 0, 0, 0, 0, 27, 10, 63
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\MainWindow.g.cs", "C#", 59, 0, 0, 0, 0, 15, 12, 86
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\MainWindow.g.i.cs", "C#", 59, 0, 0, 0, 0, 15, 12, 86
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\GuiTutorial.g.cs", "C#", 57, 0, 0, 0, 0, 15, 12, 84
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\GuiTutorial.g.i.cs", "C#", 57, 0, 0, 0, 0, 15, 12, 84
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\HardwareTutorial.g.cs", "C#", 57, 0, 0, 0, 0, 15, 12, 84
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\HardwareTutorial.g.i.cs", "C#", 57, 0, 0, 0, 0, 15, 12, 84
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\ScanFinals.g.cs", "C#", 51, 0, 0, 0, 0, 15, 12, 78
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\ScanFinals.g.i.cs", "C#", 51, 0, 0, 0, 0, 15, 12, 78
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\ScanInProgress.g.cs", "C#", 51, 0, 0, 0, 0, 15, 12, 78
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\ScanInProgress.g.i.cs", "C#", 51, 0, 0, 0, 0, 15, 12, 78
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\ScanResults.g.cs", "C#", 62, 0, 0, 0, 0, 15, 15, 92
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\ScanResults.g.i.cs", "C#", 62, 0, 0, 0, 0, 15, 15, 92
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\ScanResultsEmpty.g.cs", "C#", 51, 0, 0, 0, 0, 15, 12, 78
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\ScanResultsEmpty.g.i.cs", "C#", 51, 0, 0, 0, 0, 15, 12, 78
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\SettingsWindow.g.cs", "C#", 261, 0, 0, 0, 0, 15, 89, 365
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\SettingsWindow.g.i.cs", "C#", 261, 0, 0, 0, 0, 15, 89, 365
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\StartWindow.g.cs", "C#", 94, 0, 0, 0, 0, 15, 24, 133
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\Release\net6.0-windows\View\StartWindow.g.i.cs", "C#", 94, 0, 0, 0, 0, 15, 24, 133
"c:\dev\CS-425-Team-20\CS-425-Team-20\C3PO\C3PO\obj\project.assets.json", "JSON", 0, 0, 4027, 0, 0, 0, 0, 4027
"Total", "-", 6065, 890, 6939, 340, 1120, 1360, 1871, 18585
